name,title,rating,date,text,helpful_vote
Dwaipayan Bishi,Package seal was missing - might be counterfeit product - be alert,1,24-Feb-21,"The package seal was missing, which leads me to believe that the product might be counterfeit one. Be alert of such fraudulent product being sold through Amazon. Extremely disappointing.",2
Rajender Singh Rautela,Tampered Product recieved.,1,26-Feb-21,"The Product came with powder falling all over the box, the moment outer package was removed. I suspect it may have been tampered by someone. the quantity also looks lesser.  It is sheer waste of money and time. I have requested for return 3 times. Finally , they promise but no one have came to pick the Product.",1
Rakesh Kumar,Genuine one,5,2-Sep-18,"I received it just today, did all the checks: hologram, mfd date and exp date, the qr code, the scratch code, the spelling errors, scoop color and logo on it, powder taste, powder material, instant dissolve in water. All those I checked were indications of a genuine product, I believe I received a genuine product. (Can't say for sure)",2
S.A.,Looks like fake product.,2,25-Dec-20,"I have ordered this product before, but this time it tastes so bitter. Looks like fake product.",2
Shayan Raza,Amazon Amazon Amazon,1,6-Jul-21,Fake Products ....Fake Products Glanbia Confirm this is Fake manufacturing date or expiry date not match with Glanbia record and the colour is also different from original product,2
Amazon Customer,Fake fake don?? waste your money,1,9-Jun-22,Fake item it very dangerous also.do not waste your money and health,2
Amazon Customer,Powder smelling bad,1,16-Nov-21,"Worst product, it started smelling bad in first 15 days, dont buy this product. Not recommended",2
Komal Sonawale,Not bad,3,8-Feb-19,"I found the combination of chocolate,peanut butter and marshmallows appealing at first but when I tasted it, it was average. Then again the opinion is just based on my preference and taste buds. It?? amazing that a scoop of whey powder can not only have various flavours but also a significant amount of protein.My recommended ON whey protein flavours would be Double Rich Chocolate & Mocha Cappuccino. You won?? regret them! :)",1
PUNEET SHARMA,Don?? buy it because of the name!!,2,29-May-19,I think it was fake . I had bloated feeling and it has lumps when I used it with water. Real ON won?? give you all of that. I think MB ISO or Grass fed whey is much better .Thumps down to ON,1
Arnav Kapoor,100% Genuine Product!,5,10-Dec-18,This ON Whey Protein delivered by Amazon is 100% Genuine. I??e checked:-1. The Label2. The Importer?? Seal3. The Manufacturing and Expiry Date4. The Scoop inside the Box5. Mixability and Taste6. No Spelling Errors7. Sealed BoxAll these indicates it was a genuine product.Amazon can be trusted for buying authentic supplements.Thank you! :),2
Mohit,It's fake product,1,8-Jun-22,"The media could not be loaded.
                
?It's fake product",2
Dr RAVI H B,So worthy the money! But it still works it?? just expensive,4,15-Mar-21,Wonderful product with expensive price tag! But flavour is average,1
shashikishor chavhan,"ON is best, but dont buy from Amazon if you are not regularly working out as expiry is too soon",5,27-Feb-21,"The product is too old, if you buy from Amazon you will hardly get 3-4 months to finish the product as the it is soon about to expire.Pretty bad shelf life policy",1
ADS,Fake product,1,5-Aug-22,This protein is fake. Has a very bad taste. The code on the box is correct but the protein inside is fake. The box was not sealed when received.,1
Akshay Yelve,Good authentic product,5,19-Feb-21,Authentic product verfied with code. No seal inside means it is original product as optimum nutrition doesn't put seal inside. Also mentioned in product pics on amazon.,1
arun das,Sometimes poison,1,25-Jan-19,"Sometimes I receive the powder which after consuming keeps dehydrating the whole night, and keeps awaking the whole night.I think there is problem with company itself , the company would be mixing the expiry powder in some of the jar to avoid there loss.There is no such duplicate powder.",2
rohan,Fake Product!,1,6-Oct-21,The authentication code has been scratched off. This is a fake product.Not expected from Amazon!,2
Nirav,Price could be better as it gets lower in sale,3,27-Oct-20,"Price could be better, it was 25% lower in billion day sale. Bought at 2.6k. Cookies and Cream is amazing flavour.",1
