,review_helpful_vote,review_text,review_rating
1540,,"Highly priced, no new feeling from 10 to 12, no power adapter, no hear phone, not satisfied with colours",3.0 out of 5 stars
1541,2 people found this helpful,"phone having minor touch issue after 8 month of purchase, since issue is minor, due to covid & staying at remote location not able to contact apple. Now from yesterday it has major touch issue.
I have already using Apple Macbook,ipad. These product are having very good performance but This Iphone's performance is very bad. I feel that purchasing Iphone at a cost of around 80k is not worthy.",1.0 out of 5 stars
1542,,"Bought iPhone 12 and the speaker started giving complaints right from 4th month. On contacting Apple service, they have now put the blame on me saying there's accidental damage, when there's absolutely none and denied warranty. Be prepared to be taken for a ride after buying any apple product as it's so expensive and there's high chance you get a defective product. Will never recommend any Apple product to anyone.",1.0 out of 5 stars
1543,,"Awesome, no need to review apple products",5.0 out of 5 stars
1544,2 people found this helpful,,5.0 out of 5 stars
1545,,my phone is unlocking with two faces without registering,1.0 out of 5 stars
1546,,Nice phone with best camera,5.0 out of 5 stars
1547,,"Loved it
#the beast",5.0 out of 5 stars
1548,,It’s apple. What else reason do by you need?,5.0 out of 5 stars
1549,,Perfect phone,5.0 out of 5 stars
1550,,"Worth your Money
Awesome Quality
Upgrade from Iphone 6s to Iphone12",5.0 out of 5 stars
1551,,,2.0 out of 5 stars
1552,,Awesome Go for it,5.0 out of 5 stars
1553,,All good but bettory backup is too much short duration only 3-4 hour while capure pictures and videos,5.0 out of 5 stars
1554,,I phone 12 not good phone ? ? and apple store care services not supported.,1.0 out of 5 stars
1555,,Super,5.0 out of 5 stars
1556,,Excellent Phone From Apple,5.0 out of 5 stars
1557,,"Lot of new features added in this new iPhone, night mode is improved, and a satisfactory battery back up
Worth every penny!",5.0 out of 5 stars
1558,One person found this helpful,If I am putting for the charging is too much heat I can’t touch my phone also One month one month before I take on this phone it is not a good at all it is like iPhone but it is like a fake it is China mall,1.0 out of 5 stars
1559,,Go for it !,5.0 out of 5 stars
1560,,Charging problem,1.0 out of 5 stars
1561,,Excellent ????,5.0 out of 5 stars
1562,,Battery issue,5.0 out of 5 stars
1563,,I bought i phone 12 from Amazon on 20th March 2022 and it got delivered next day. I opened the box and switched on my phone. I have noticed that the touch screen is not working. I have added the video for reference,1.0 out of 5 stars
1564,,It’s hanging when making reels. Poor battery. Heating issues.,1.0 out of 5 stars
1565,,It’s the best.,5.0 out of 5 stars
1566,,Awesomeness,5.0 out of 5 stars
1567,3 people found this helpful,wonderful 12 series light weight,4.0 out of 5 stars
1568,,Just Superb.. delivered within 3 days. Very polite delivery boy/agent. Great packaging. Phone is awesome??,5.0 out of 5 stars
1569,,"Face ID isn’t accurate, battery doesn’t last for a day drains way faster than my android and phone got stuck after within a month of use. And I’m seriously not sure if has a fingerprint reader.? Would like to get a piece which is not defective or refund if possible.",1.0 out of 5 stars
1570,,Screen Quality,5.0 out of 5 stars
1571,,Good one,5.0 out of 5 stars
1572,,Nice product,5.0 out of 5 stars
1573,,Improved Camera and battery life compared to previous versions.,5.0 out of 5 stars
1574,2 people found this helpful,Just great! Initially heating issue with it but I learnt that it’s due to initial setup process! Now it’s just a monster!,5.0 out of 5 stars
1575,One person found this helpful,"Impeccable phone from apple, upgraded from iPhone 7. Battery could have been a little longer though",5.0 out of 5 stars
1576,,Mt first iphone experience...it is more than i thought...,5.0 out of 5 stars
1577,,Works flawlessly,5.0 out of 5 stars
1578,,Powerful phone but price is a bit high,5.0 out of 5 stars
1579,,Good,5.0 out of 5 stars
1580,,Nice,5.0 out of 5 stars
1581,,Best...... But too costly,5.0 out of 5 stars
1582,,Owesome,5.0 out of 5 stars
1583,,No good and having many technical issues,3.0 out of 5 stars
1584,2 people found this helpful,"Screen size bit small.....otherwise fantastic display, fantastic sound and masterpiece ???.....but tim cook could have given charger and earphone",5.0 out of 5 stars
1585,,Excellent,5.0 out of 5 stars
1586,,Good,5.0 out of 5 stars
1587,,Amazing Apple phone after long,5.0 out of 5 stars
1588,,Nice phone,5.0 out of 5 stars
1589,One person found this helpful,I received used iphone 12. Cover was open and screen guard affixed on it.,1.0 out of 5 stars
1590,One person found this helpful,Nice,5.0 out of 5 stars
1591,,"Got a defective product with wifi not working. I asked for replacement on the 3rd day itself. Amazon showed the Apple care would contact me, which did not happen. Authorized service centre certifies that Amazon has given me a defective product. Please replace or refund as soon as possible.",1.0 out of 5 stars
1592,,Liked the phone it’s awesome,5.0 out of 5 stars
1593,One person found this helpful,"One day delivery, Original piece , Great offer and discount, Overall good experience.",5.0 out of 5 stars
1594,,excellent,5.0 out of 5 stars
1595,,"IPhone 12 is super handy, blue is cool color. Loved it.",5.0 out of 5 stars
1596,3 people found this helpful,The new Apple iPhone 12 is an amazing device. The device is beautiful and performance is great.,5.0 out of 5 stars
1597,,osmmm phone fabulous,5.0 out of 5 stars
1598,,"The mobile i have recieved has getting heat while using the call. Worst product from the amazon. Worst product from the vendor. Amazon and the vendors, both they cheated the products.",1.0 out of 5 stars
1599,One person found this helpful,"Product is genuine, appario is best retailer.prime delvry ,received before due date.all packing etc is well.",5.0 out of 5 stars
1600,,Best Iphone ever Battery Life Is ok No problem,5.0 out of 5 stars
1601,,?,5.0 out of 5 stars
1602,,I did not liked this product:not good function,1.0 out of 5 stars
1603,One person found this helpful,iPhone is a emotion .. no need to explain more,5.0 out of 5 stars
1604,One person found this helpful,End one,5.0 out of 5 stars
1605,,It’s a good one. Very smooth to use.,5.0 out of 5 stars
1606,,Best ever phone from apple but costly as always,5.0 out of 5 stars
1607,,Phone is superb,5.0 out of 5 stars
1608,One person found this helpful,"Little hot phone. Gaming
World best phone in my hand
Don’t worry",5.0 out of 5 stars
1609,,The phone automatically switched off and never turned back on. When I tried to return/replace it said to contact the manufacturer. One of the worst experience I’ve ever faced from Amazon.,1.0 out of 5 stars
1610,,Ntg,5.0 out of 5 stars
1611,,A powerful Phone with wonderful features!,5.0 out of 5 stars
1612,,An amazing product,5.0 out of 5 stars
1613,,Best,5.0 out of 5 stars
1614,,Over hiping product and camera as blur picture quality,3.0 out of 5 stars
1615,,Awesome,5.0 out of 5 stars
1616,,Awesome camera quality night mode pics are grt.,5.0 out of 5 stars
1617,,"Upgraded from Iphone X to 12.
Hassle free data transfer.",5.0 out of 5 stars
1618,,Better than other iPhone models batter back up is improved light body weight,5.0 out of 5 stars
1619,,Frequently Overheating issue.,3.0 out of 5 stars
1620,,Awesome! Exactly as expected.,5.0 out of 5 stars
1621,One person found this helpful,Purchased new iPhone 12 box not sealed and face recognition not working don’t buy any mobile from Amazon,1.0 out of 5 stars
1622,,Good phone,5.0 out of 5 stars
1623,,Very nice product. I really liked this. Everyone liked it. My family liked it. My friends likes it. My entire building liked it.But yeasterday it was stolen. I thinks thieves also liked it. Anyway nice product.,4.0 out of 5 stars
1624,,Awesome product and genuine seller,5.0 out of 5 stars
1625,,Definitely its overpriced but feature loaded..,5.0 out of 5 stars
1626,,Impressive,5.0 out of 5 stars
1627,,"Blew my mind after the switch from 6s to 12..
Stunning look and feel",5.0 out of 5 stars
1628,,"Super Duper iPhone 12 I Love it,
It’s World Bigest Brand Smart Phone",5.0 out of 5 stars
1629,,"Very bad product Battery issue, Heating problem, Microphone not working and speaker not working….??",2.0 out of 5 stars
1630,,Nice,5.0 out of 5 stars
1631,,I don’t like to much,5.0 out of 5 stars
1632,One person found this helpful,Vera lavel eruku friends...,5.0 out of 5 stars
1633,,Charger adapter not provided by the apple,5.0 out of 5 stars
1634,,Excellent camera and build quality. Decent battery life.,5.0 out of 5 stars
1635,,"Wonderful device, Loved Apple",5.0 out of 5 stars
1636,,Good,5.0 out of 5 stars
1637,,Excellent,5.0 out of 5 stars
1638,,Blind buy,5.0 out of 5 stars
1639,,Very good,5.0 out of 5 stars
1640,,"Device is heating up even in normal use, if i play music for 15 mins or using some normal app as well.
Worst experience.
Not expected this from apple",1.0 out of 5 stars
1641,,Superb product... Thx to apple,5.0 out of 5 stars
1642,,It looks stylish. the camera quality is beyond expectations,5.0 out of 5 stars
1643,,Good,5.0 out of 5 stars
1644,One person found this helpful,"Its a used iPhone, inside the sealed package dust there in the corners of the screen.
Have few scratches in the corners.
Not satisfied with seller or the service.",1.0 out of 5 stars
1645,8 people found this helpful,"This is first time I’m switching from android to iOS
It is just amazing
Batter life is awesome",5.0 out of 5 stars
1646,,Best in class but a bit over priced.,5.0 out of 5 stars
1647,,Great Apple product,5.0 out of 5 stars
1648,,Good,3.0 out of 5 stars
1649,,Speed. Period.,5.0 out of 5 stars
1650,One person found this helpful,Low light photography is killer in this phone,5.0 out of 5 stars
1651,,Good one,5.0 out of 5 stars
1652,,I liked the finish I don’t like the missing charger,5.0 out of 5 stars
1653,,Awesomely smooth,5.0 out of 5 stars
