"review_name","review_rating","review_title","review_text","review_helpful_vote"
"ketan","5.0 out of 5 stars","Good product","Good product",""
"RAJESH R","5.0 out of 5 stars","Okay","Heat not contain like flask",""
"Amazon Customer","3.0 out of 5 stars","Some what satisfied","Not as expected and bit costly",""
"mohan","3.0 out of 5 stars","Can go for it.","OKAY product",""
"Akshay Kharbanda","5.0 out of 5 stars","Best quality bottles in this price range","This bottle is what you would expect from Milton. It is reliable, leak proof and not very expensive. Don’t think, just buy",""
"Vikas Tharyai","5.0 out of 5 stars","Single Walled Stainless Steel","Single-Walled Stainless Steel - keeps water cool. Buy this and avoid plastic bottles.",""
"A. Rossin","5.0 out of 5 stars","Good","Product is as displayed and described.",""
"Ujjwal sinha","5.0 out of 5 stars","Mind blowing product","Awesome product in low range ... You can trust on this product... Go for it 👍👍👍",""
"Jayanti","5.0 out of 5 stars","Leak proof","Very nice",""
"Deepu Sreekumar","2.0 out of 5 stars","its a low quality product.","It's a low quality product and not sure its genuine Milton. Buy at your own risk !!!",""
"Dineesh Pothera","5.0 out of 5 stars","Excellent product","Excellent product",""
"Smitha.RS","3.0 out of 5 stars","Its too thin","That is not good at all",""
"Rakesh","5.0 out of 5 stars","Good Product 👍","Leak proof, clever design. Better than other bottles.",""
"raed","3.0 out of 5 stars","good product","good product..",""
"sharmirahim429","4.0 out of 5 stars","Good","Nice",""
"Rupamdeep","3.0 out of 5 stars","Good","Good",""
"SP","4.0 out of 5 stars","Value for money","Light weight....",""
"Selvi A","5.0 out of 5 stars","Handling the bottle","It's a good product and it won't be easy to clean , you should handle it with care",""
"Rahul","1.0 out of 5 stars","False information","The description says ""Set of 3"" but they sent only 1 bottle. It's misleading for customers. Kindly improve your checks.",""
"DeePesh Dixit","4.0 out of 5 stars","Good","Value for money",""
"Vidhya","1.0 out of 5 stars","Very bad quality. Actually the bottle is leaking from the bottom. Pretty disappointed with Milton.","Never expected such poor quality from Milton. Such a costly bottle. Feeling cheated",""
"Shaista","1.0 out of 5 stars","Very cheap quality","Returned the product",""
"Siddharth Kadam","5.0 out of 5 stars","Good","Good stainless steel",""
"Balasubramanian N.","5.0 out of 5 stars","Milton aqua bottle. Don't put hot water","Very nice",""
"MURALIKRISHNA S V","5.0 out of 5 stars","Good product","Nice product with over all aspects very good one .But the branding name that letters shades but for it's ok the material is good one",""
"Bluefox","2.0 out of 5 stars","Not upto the mark..","It's not upto the mark. Still we are using it cause of we lost the package box which we need to return it.",""
"Ramachandra Sarade","1.0 out of 5 stars","It's leaking.","It isn't leak proof. My bag got wet because of it but luckily I didn't keep phone in bag so it is safe. Unsatisfied with product. Naam bade lakshyan chote.",""
"sravya","2.0 out of 5 stars","Dents ..fall easily","Not of great quality ... Though it's a good brand..slipped from table could see dents ..",""
"Dinesh Kavuri","4.0 out of 5 stars","O.k.","Ok",""
"Amazon Customer","5.0 out of 5 stars","As expected up to the mark....loved it👌😊","Awesome",""
"Singh","3.0 out of 5 stars","Not bad","Leak proof",""
"Anju","4.0 out of 5 stars","ok ok","not much good",""
"Bhaktaranjan","1.0 out of 5 stars","My mistake kept it without testing. Now I opened to use it water leaks from cap if it bends little.","Wastage of money. Duplicate products sold in Amazon.",""
"Rekha N.","5.0 out of 5 stars","Good product","Nice one",""
"Suriyakumar Arjunan","4.0 out of 5 stars","Good","Good",""
"Anil Kumar K","4.0 out of 5 stars","Good one","Good product",""
"Aryamaan","5.0 out of 5 stars","Big breaking deal","good in outlook but it does keep the water warm",""
"Wahida bano","4.0 out of 5 stars","Good","Nice",""
"Neel","2.0 out of 5 stars","Poor quality , don't buy","Quality not upto the mark...if you keep RO water for sometime water becomes smelly.. seems to be very poor quality of the product.",""
"Madhulika","5.0 out of 5 stars","Must buy","Very good product",""
"Raju Mudiraj","5.0 out of 5 stars","Awesome","Awesome",""
"Paras K Pamecha","5.0 out of 5 stars","Perfect companion","Must for all fridge",""
"Chandraprakash S.","1.0 out of 5 stars","Waste product by milton","I had purchased the bottle by the brand name of milton but I have received the bottle toady found bottle cap is broken, this product is very light in wait and doesn't look like steel bottle quality of bottle is very bad. Please don't buy this bottle.","One person found this helpful"
"kalicheti Mohan Hanish Kumar Reddy","5.0 out of 5 stars","Good looks","Good design...!!",""
"Jayaprakash.b","5.0 out of 5 stars","Is it authentic","A good product but can you provide some authentication from Milton like a label or something",""
"Taufeeq Ahmad","3.0 out of 5 stars","Color down","Not satisfied as expected.",""
"vasanth k.","1.0 out of 5 stars","Its liking ....","Its liking after filling the water.....
Like drop by drop.....",""
"Amazon Customer","5.0 out of 5 stars","A good product","It's good to use this bottle, material quality is good. But have see to that it doesn't falls down.",""
"Amazon Customer","4.0 out of 5 stars","Good","Nice",""
"Swarupa","5.0 out of 5 stars","Nice bottles","Good product",""
"Chanchal Tyagi","5.0 out of 5 stars","Best product by milton","Milton always gives a better product in market that product is easy to clean,leak proff and easy to carry.",""
"Tirthesh Ganatra","5.0 out of 5 stars","As expected.","No real complains about it. It is what picture shows.
May be grip should have been better.",""
"Dr Santosh Narayankar","4.0 out of 5 stars","Good product","Good product",""
"chordie","2.0 out of 5 stars","Smells","Bottle smells upon keeping closed for long time (like an hour). I tried filling it with hot water, but didn't work",""
"Amazon Customer","5.0 out of 5 stars","office bottle","the best office water bottle, easy to clean but must handle carefully because it is single walled.",""
"Giandeep Singh","3.0 out of 5 stars","If you just want to carry water in a container then if ok","dents if bottle fell",""
"RAJ","5.0 out of 5 stars","Nice","Nice item",""
"Niba","3.0 out of 5 stars","Good","Reasonably good",""
"Jonnadula Ravikanth V S","3.0 out of 5 stars","Jrk Review","Leakage issues",""
"mahesh","1.0 out of 5 stars","Waste of money","quality of the product is not good.. it got damaged just by falling down from the table...",""
"Bhupendra Singh","3.0 out of 5 stars","Wrost products","Wrost products water leakage problem",""
"PRAMOD","5.0 out of 5 stars","Nic but not durable","Vry good product but not durable ezyly get dent. So need to b extra careful while handling.",""
"Aryan kr","5.0 out of 5 stars","Nice","Nice",""
"Raghu","3.0 out of 5 stars","Ok","It's ok",""
"anmolrajarampatel","1.0 out of 5 stars","It is breakable","It fall it break",""
"preeti","2.0 out of 5 stars","Magnetic, not good steel","Product is magnetic, not good steel.",""
"Anil yadav","5.0 out of 5 stars","Amazon first one best one always. Milton first one best one always.","Amazon first one best one always. Milton first one best one always.",""
"Gaurav Sharma","4.0 out of 5 stars","Good product","Good overall",""
"Satakshi Mishra","5.0 out of 5 stars","Its a good product. As expected","happy purchase",""
"Mohd Ghulam Akhter Raza","3.0 out of 5 stars","Okay deal","Okay",""
"Abhi","5.0 out of 5 stars","Go for it","Excellent💥💥",""
"ariharan","4.0 out of 5 stars","Nice","Good value",""
"Amazon Customer","4.0 out of 5 stars","Satisfied","Good",""
"Amazon Customer","5.0 out of 5 stars","Nice bootle to use daily","1 liter bottle is worth buying and good for daily use....",""
"AABID MEHRAJ","4.0 out of 5 stars","Good Product","Nice one",""
"Arshdeep Singh","1.0 out of 5 stars","Should have gone for bigger range of bottles","Not durable. Very thin metal body. I was staying in hostel, bottle fell couple of times and started leaking. Better to go for bigger range of bottles.",""
"Anamika","5.0 out of 5 stars","Nice one","Great",""
"Nisar Ahmed","2.0 out of 5 stars","Not recommend","It's smells aft washing many times, can't drink water ... It's of low quality steel made up of",""
"K devudu","1.0 out of 5 stars","No leak proof","Water leakage continued,",""
"Nitin kumar","1.0 out of 5 stars","Very thin metal sheet used so its very delicate.","Very thin metal sheet used",""
"Rajesh uniyal","3.0 out of 5 stars","Good","Good for Simple Water..",""
"Aukash Kumar","5.0 out of 5 stars","Nice product","Received yesterday. Looks fine. Will update if something goes wrong.",""
"Krishna dara","5.0 out of 5 stars","Value for money","Excellent. Worth burying...",""
"usha","5.0 out of 5 stars","Good one","Good one",""
"MV Ali","5.0 out of 5 stars","Fully satisfied","Fully satisfied",""
"Namita","1.0 out of 5 stars","Smell n durability issue","The bottle is okay but there are two problems:
1. If it falls with water in it, it will get a dent
2. I have been using it for 4 months and now a strange smell comes from it while drinking water ...very similar to LPG smell",""
"MANOJ V","4.0 out of 5 stars","Good choice","Good one",""
"Sarika Kokali","1.0 out of 5 stars","Bad","Just a steel bottle.
Neither it resists heat nor rerains chilledness
Waste of money.
Instead go for thermosteel",""
"mujahed","3.0 out of 5 stars","Awesom","Best",""
"santosh","4.0 out of 5 stars","Good","Worth",""
"Sadiq","4.0 out of 5 stars","Good product","Like",""
"Chaya","5.0 out of 5 stars","Good","Good product",""
"Anita Sawhney","5.0 out of 5 stars","Great buy","Good quality. I'm satisfied",""
"Amazon Customer","5.0 out of 5 stars","Good product","Worth for money",""
"Maruthi","4.0 out of 5 stars","Best choice","Good one",""
"SHYAM RANJAN SINGHA","5.0 out of 5 stars","My experience of Milton aqua single walled water bottles","Theses water bottles are leakproof, easy to clean and durable. Sleek look and slim design are extra bonus.",""
"sachin kumar","5.0 out of 5 stars","excellent product","excellent product",""
"Antara Gupta","5.0 out of 5 stars","Recommended","Good one.",""
"nirav shah","1.0 out of 5 stars","Worst product","Worst product... Already cap came off",""
"Harshit","5.0 out of 5 stars","😀😁👍🏆","good product . it is made of single layer",""
"fuzzy","5.0 out of 5 stars","Good","Good",""
"Rubina Godara","2.0 out of 5 stars","Bad quality Product","Not at all leak proof plus it burns your hand when you put hot water into it. And it starts smelling after some time",""
"Manjuladevi","5.0 out of 5 stars","Bottle","No leak, it is easy to use, long time",""
"Amazon Customer","4.0 out of 5 stars","Good","Good",""
"laiq","2.0 out of 5 stars","single wall","A single wall bottle ...its too high price...in this price i gaot thermosteel",""
"Vijayan M","4.0 out of 5 stars","Ok","Ok",""
"garima rana","5.0 out of 5 stars","Nice","Nice priduct",""
"Rakesh Pal","5.0 out of 5 stars","Good","Good",""
"Shoubhik Das","2.0 out of 5 stars","Good product, deliverey was fast","Good product, environmental friendly, leak proof and durability. Easy to handle and can be carry anywhere. Good alternative for plastic bottles.",""
"Karishma","5.0 out of 5 stars","Nice product","Leak proof and easy to clean and carry on daily basis to work place.",""
"kesavaramireddy","5.0 out of 5 stars","Good product","Good product",""
"Shankar kumar","4.0 out of 5 stars","Best price","Good product",""
"Raman Jain","1.0 out of 5 stars","Poor quality stuff from Milton","Very poor quality. the bottle started leaking after one month. Do not buy this product.",""
"Neha soni","1.0 out of 5 stars","Paisa Ingram bekar gaya","Dislike",""
"Baiju Jacob","1.0 out of 5 stars","Very bad item.Not thermal flask.Heat holds for 1hr only","Heat not getting after 2hrs",""
"Akash Varma","5.0 out of 5 stars","Good","Good product 👍",""
"Amazon Customer","1.0 out of 5 stars","Poor Quality.","Poor quality leak within 1 day. Do not buy this 3rd class product.",""
"Amazon Customer","4.0 out of 5 stars","Good","Good",""
"Nila","5.0 out of 5 stars","Product is worth","Product is too good and easy to carry as it is light weight",""
"Aksharma","5.0 out of 5 stars","Very good","This product is very good. I am fully satisfied.",""
"Saurav Shaw","5.0 out of 5 stars","Good product","Good product",""
"anishkumar v d","4.0 out of 5 stars","Ok","Ok",""
"Arindam","5.0 out of 5 stars","Good","Good",""
"Amazon Customer","5.0 out of 5 stars","Review","Everything is good except the shape of the cap",""
"Soumyaranjan jena","5.0 out of 5 stars","Milton water bottle nice","Nice",""
"Arijeet Bhakat","5.0 out of 5 stars","Good product","Overall it’s a very good product, all the basics done perfectly",""
"K venkatramana","5.0 out of 5 stars","It's very good😎","Yes I like",""
"Amazon Customer","1.0 out of 5 stars","Defective Product.","Defective product received. Bottom of bottle cracked and started leaking. Disappointed by the brand. Poor quality MILTON.",""
"PradeepVinaik","5.0 out of 5 stars","A good choice.","Wide mouth so easy to clean, stainless steel (durable) for rough use (children) and fitted perfectly.",""
