"review_name","review_rating","review_title","review_review_text","review_helpful_vote"
"Surya Sreeram","1.0 out of 5 stars","iOS is waste Android is BEST","It didn't met my expectations. Never gonna buy iOS mobile again. No user experience. Found that it is very basic. Means intial stages of Android OS has these problems like no big app availablity n not great experience from UI etc.,
My suggestion a BIG NO to Apple iPhone.
Yeah, I agree that iPhone is an iconic status symbol in INDIA. to showoff you can buy an iPhone.","2 people found this helpful"
"Ananthakrishnan N.","5.0 out of 5 stars","Good buy !!","Great device. Amazing Cameras. Battery is good for a day. I don’t play games so I’m not sure about it.","One person found this helpful"
"Amazon Customer","5.0 out of 5 stars","After all it’s Apple!!","Fulfilled all promises","One person found this helpful"
"Mohseen","5.0 out of 5 stars","5 star","Loved it!!",""
"Anurag Dwivedi","5.0 out of 5 stars","Fantastic Product","Iphone 12 256 GB",""
"RAJA","4.0 out of 5 stars","Ok","Good",""
"a.pandu","5.0 out of 5 stars","Super","It is nice",""
"Saswat Behera","5.0 out of 5 stars","Very good photography","Security and screen clarity",""
"ARVIND GOPI.A.K.","5.0 out of 5 stars","Good product","Very good product",""
"manish","5.0 out of 5 stars","Value for money","Back to IOS and great decision to buy iPhone again",""
"Ajay varma","3.0 out of 5 stars","Very small in size it’s better to buy I phone 11","Why it is heating up while charge",""
"Varun saini","5.0 out of 5 stars","Value for money","Value for money....Battery Life, Camera, Performance everything is just perfect...awesome 👍",""
"K Y Swamy","3.0 out of 5 stars","Not worthy","Highly priced, no new feeling from 10 to 12, no power adapter, no hear phone, not satisfied with colours",""
"Manish Meena","1.0 out of 5 stars","Not happy with performance","phone having minor touch issue after 8 month of purchase, since issue is minor, due to covid & staying at remote location not able to contact apple. Now from yesterday it has major touch issue.
I have already using Apple Macbook,ipad. These product are having very good performance but This Iphone's performance is very bad. I feel that purchasing Iphone at a cost of around 80k is not worthy.","2 people found this helpful"
"Anand","1.0 out of 5 stars","Worst product and ever worse post sales service","Bought iPhone 12 and the speaker started giving complaints right from 4th month. On contacting Apple service, they have now put the blame on me saying there's accidental damage, when there's absolutely none and denied warranty. Be prepared to be taken for a ride after buying any apple product as it's so expensive and there's high chance you get a defective product. Will never recommend any Apple product to anyone.",""
"Vineet Goel","5.0 out of 5 stars","simply Awesome","Awesome, no need to review apple products",""
"sanjeev bishnoi","5.0 out of 5 stars","Nice","","2 people found this helpful"
"rohit vishwakarma","1.0 out of 5 stars","Face recognition problem","my phone is unlocking with two faces without registering",""
"ALOK kumar","5.0 out of 5 stars","Nice phone","Nice phone with best camera",""
"SATYA SALES","5.0 out of 5 stars","Must buy","Loved it
#the beast",""
"Arjun","5.0 out of 5 stars","It just works","It’s apple. What else reason do by you need?",""
"Md wasim Akram","5.0 out of 5 stars","Superb","Perfect phone",""
"RamaNarayanan AN","5.0 out of 5 stars","6.1inch mini beast u will love it","Worth your Money
Awesome Quality
Upgrade from Iphone 6s to Iphone12",""
"Ravi","2.0 out of 5 stars","Hmm","",""
"Saleem","5.0 out of 5 stars","Alhamdulillah","Awesome Go for it",""
"Dulichand","5.0 out of 5 stars","Thanks to amazon","All good but bettory backup is too much short duration only 3-4 hour while capure pictures and videos",""
"Arbaaj khan","1.0 out of 5 stars","I phone 12","I phone 12 not good phone 👎 😕 and apple store care services not supported.",""
"Sukhjinder S.","5.0 out of 5 stars","Super","Super",""
"Smit","5.0 out of 5 stars","Buy Best","Excellent Phone From Apple",""
"IMTIYAZ KHAN","5.0 out of 5 stars","Go for it guys!","Lot of new features added in this new iPhone, night mode is improved, and a satisfactory battery back up
Worth every penny!",""
"neetu singh","1.0 out of 5 stars","If I am putting for the charging is too much heat I can’t touch my phone also","If I am putting for the charging is too much heat I can’t touch my phone also One month one month before I take on this phone it is not a good at all it is like iPhone but it is like a fake it is China mall","One person found this helpful"
"vyas","5.0 out of 5 stars","Brand Apple","Go for it !",""
"Jawed Alam","1.0 out of 5 stars","Charging problem","Charging problem",""
"meera sinha","5.0 out of 5 stars","Phone is to good","Excellent 👌👌👌👌",""
"abhishek agrahari","5.0 out of 5 stars","All over thing best","Battery issue",""
"Saurabh","1.0 out of 5 stars","A defective piece...touch screen is not working","I bought i phone 12 from Amazon on 20th March 2022 and it got delivered next day. I opened the box and switched on my phone. I have noticed that the touch screen is not working. I have added the video for reference",""
"Badarul muneer","1.0 out of 5 stars","Don’t buy","It’s hanging when making reels. Poor battery. Heating issues.",""
"Shubham Saket","5.0 out of 5 stars","There’s no phone like an iPhone.❤️","It’s the best.",""
"Md sakib khan","5.0 out of 5 stars","Super","Awesomeness",""
"Maneesh kumar","4.0 out of 5 stars","Light weight fast processor but charger adaptor not there","wonderful 12 series light weight","3 people found this helpful"
"C Vanalalhmangaiha","5.0 out of 5 stars","Awesome","Just Superb.. delivered within 3 days. Very polite delivery boy/agent. Great packaging. Phone is awesome👌🏾",""
"Sadashiv Sharma","1.0 out of 5 stars","Looks like I’ve got a defective piece.","Face ID isn’t accurate, battery doesn’t last for a day drains way faster than my android and phone got stuck after within a month of use. And I’m seriously not sure if has a fingerprint reader.? Would like to get a piece which is not defective or refund if possible.",""
"Mahesh Babu K","5.0 out of 5 stars","Superb , I upgraded from iPhone 7+ to 12 .. and I feel this size fits well..","Screen Quality",""
"Arbaaz","5.0 out of 5 stars","Good","Good one",""
"Malay","5.0 out of 5 stars","Worth buying","Nice product",""
"Dhanashree","5.0 out of 5 stars","Good phone","Improved Camera and battery life compared to previous versions.",""
"_madman04","5.0 out of 5 stars","Worth it! Go for it!","Just great! Initially heating issue with it but I learnt that it’s due to initial setup process! Now it’s just a monster!","2 people found this helpful"
"iXist","5.0 out of 5 stars","Great phone","Impeccable phone from apple, upgraded from iPhone 7. Battery could have been a little longer though","One person found this helpful"
"Sheershak Gupchup","5.0 out of 5 stars","IPhone the name itself is enough....","Mt first iphone experience...it is more than i thought...",""
"Dr.abhinav sinha","5.0 out of 5 stars","Good","Works flawlessly",""
"Gangadhar","5.0 out of 5 stars","Liked it very much","Powerful phone but price is a bit high",""
"Subhasish Pati","5.0 out of 5 stars","Good","Good",""
"Thirupathi Rao","5.0 out of 5 stars","Super","Nice",""
"sumit SHARMA","5.0 out of 5 stars","Costly but ok","Best...... But too costly",""
"Rohit chourasia","5.0 out of 5 stars","Mmm","Owesome",""
"Gowher yousuf","3.0 out of 5 stars","Technical issues","No good and having many technical issues",""
"amit","5.0 out of 5 stars","Screen size bit small.....otherwise fantastic display, fantastic sound and masterpieces 👌👌👌","Screen size bit small.....otherwise fantastic display, fantastic sound and masterpiece 👌👌👌.....but tim cook could have given charger and earphone","2 people found this helpful"
"Amazon Customer","5.0 out of 5 stars","Just wow","Excellent",""
"anmoldeep singh","5.0 out of 5 stars","Good delivery amazon","Good",""
"Rohan Sharma","5.0 out of 5 stars","Amazing!","Amazing Apple phone after long",""
"Naveen Kumar","5.0 out of 5 stars","Great","Nice phone",""
"Amazon Customer","1.0 out of 5 stars","Used product delivered","I received used iphone 12. Cover was open and screen guard affixed on it.","One person found this helpful"
"Deepak singh","5.0 out of 5 stars","Nice","Nice","One person found this helpful"
"S B","1.0 out of 5 stars","Got a defective product with wifi not working. I asked for replacement on 3rd day. Still waiting","Got a defective product with wifi not working. I asked for replacement on the 3rd day itself. Amazon showed the Apple care would contact me, which did not happen. Authorized service centre certifies that Amazon has given me a defective product. Please replace or refund as soon as possible.",""
"Himanshu Vaid","5.0 out of 5 stars","Awesome","Liked the phone it’s awesome",""
"Jaspreet","5.0 out of 5 stars","GOOD EXPERIENCE","One day delivery, Original piece , Great offer and discount, Overall good experience.","One person found this helpful"
"Achyuth kumar","5.0 out of 5 stars","excellent","excellent",""
"Divya","5.0 out of 5 stars","Get the adaptor separately, not provided in the box","IPhone 12 is super handy, blue is cool color. Loved it.",""
"Aman Arai","5.0 out of 5 stars","New iPhone 12","The new Apple iPhone 12 is an amazing device. The device is beautiful and performance is great.","3 people found this helpful"
"chanchal singh","5.0 out of 5 stars","good phone light weight","osmmm phone fabulous",""
"Sundarksomu","1.0 out of 5 stars","Batter issue on new phone within 1 week","The mobile i have recieved has getting heat while using the call. Worst product from the amazon. Worst product from the vendor. Amazon and the vendors, both they cheated the products.",""
"Hasrat wahab","5.0 out of 5 stars","Good","Product is genuine, appario is best retailer.prime delvry ,received before due date.all packing etc is well.","One person found this helpful"
"Shoaib Ahmed","5.0 out of 5 stars","Best Iphone Till Now Loving It 🥰😍😍","Best Iphone ever Battery Life Is ok No problem",""
"Abhishek singh","5.0 out of 5 stars","👍","👍",""
"Mohd Khalil","1.0 out of 5 stars","Phone is not good:in one month facing lot of problems","I did not liked this product:not good function",""
"ARK","5.0 out of 5 stars","Emotion","iPhone is a emotion .. no need to explain more","One person found this helpful"
"Amritpal","5.0 out of 5 stars","Make packing more perfect","End one","One person found this helpful"
